company,title,location,why,url
Blue Origin,2026 Intern Conversion - Propulsion Engineer I,9 Locations,no hardware keyword,https://blueorigin.wd5.myworkdayjobs.com/BlueOrigin/job/Greater-Seattle-Area/XMLNAME-2026-Intern-Conversion---Propulsion-Engineer-I_R70261
Blue Origin,2026 Intern Conversion - Quality Engineer I,9 Locations,no hardware keyword,https://blueorigin.wd5.myworkdayjobs.com/BlueOrigin/job/Greater-Seattle-Area/XMLNAME-2026-Intern-Conversion---Quality-Engineer-I_R70305
Blue Origin,2026 Intern Conversion - Structural Engineer I,9 Locations,excluded title,https://blueorigin.wd5.myworkdayjobs.com/BlueOrigin/job/Greater-Seattle-Area/XMLNAME-2026-Intern-Conversion---Structural-Engineer-I_R70304
Blue Origin,2026 Intern Conversion - Industrial Engineer I,9 Locations,no hardware keyword,https://blueorigin.wd5.myworkdayjobs.com/BlueOrigin/job/Greater-Seattle-Area/XMLNAME-2026-Intern-Conversion---Industrial-Engineer-I_R70310
Draper,Mechanical Engineering & System Packaging Intern,2 Locations,excluded title,https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Cambridge-MA/Mechanical-Engineering---System-Packaging-Intern_JR002767
Draper,Mechanical Engineering & System Packaging Intern (Summer 2027),"Cambridge, MA",excluded title,https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Cambridge-MA/Mechanical-Engineering---System-Packaging-Intern--Summer-2027-_JR002943
Draper,Acoustic and Vibration Technologies Co-op,"Cambridge, MA",no hardware keyword,https://draper.wd5.myworkdayjobs.com/Draper_Careers/job/Cambridge-MA/Acoustic-and-Vibration-Technologies-Co-op_JR002688
KLA,Human Resource Intern,2 Locations,no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/USA-MI-Ann-Arbor-KLA/Human-Resource-Intern_2639645-1
KLA,Software Engineering Intern,"Shanghai, China",software only,https://kla.wd1.myworkdayjobs.com/Search/job/Shanghai-China/Software-Engineering-Intern_2641426
KLA,Software Engineering Intern,"Shanghai, China",software only,https://kla.wd1.myworkdayjobs.com/Search/job/Shanghai-China/Software-Engineering-Intern_2641428
KLA,Applications Engineering  Intern,"Milpitas, CA",no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/Milpitas-CA/Applications-Engineering--Intern_2641540-1
KLA,"Software Engineering Intern (C++, Unix)","Milpitas, CA",software only,https://kla.wd1.myworkdayjobs.com/Search/job/Milpitas-CA/Software-Engineering-Intern--C----Unix-_2641325-1
KLA,"Algorithm Engineering Intern (AI, Computer Vision & Software Engineering)","Milpitas, CA",software only,https://kla.wd1.myworkdayjobs.com/Search/job/Milpitas-CA/Algorithm-Engineering-Intern--AI--Computer-Vision---Software-Engineering-_2641392-2
KLA,Working Student for Data Analysis (m/f/d),DEU-Saxony-Dresden-City Center,no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/DEU-Saxony-Dresden-City-Center/Working-Student--gn--for-Data-Analysis_2638365
KLA,Working Student Foundry Analytics & SW Development (m/f/d),DEU-Saxony-Dresden-City Center,no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/DEU-Saxony-Dresden-City-Center/Working-Student-Foundry-Analytics---SW-Development--m-f-d-_2638557
KLA,Optical Engineering R&D Student,"Migdal Ha'emek, Israel",no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/Migdal-Haemek-Israel/Optical-Engineering-R-D-Student_2639489-1
KLA,Research Scientist Student,"Migdal Ha'emek, Israel",software only,https://kla.wd1.myworkdayjobs.com/Search/job/Migdal-Haemek-Israel/Research-Scientist-Student_2638234-1
KLA,Motion Control Student,"Migdal Ha'emek, Israel",no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/Migdal-Haemek-Israel/Motion-Control-Student_2639078-1
KLA,Operations Executive Assistant - Student Role,"Migdal Ha'emek, Israel",no hardware keyword,https://kla.wd1.myworkdayjobs.com/Search/job/Migdal-Haemek-Israel/Operations-Administrative-Student_2640766
KLA,Working Student (f/m/d) – Physics / Electrical Engineering / Signal Processing (Thesis Option Available),"Weilburg, Germany",non-US,https://kla.wd1.myworkdayjobs.com/Search/job/Weilburg-Germany/Working-Student--f-m-d----Physics---Electrical-Engineering---Signal-Processing--Thesis-Option-Available-_2638657
Applied Materials,Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Intern_R2626579
Applied Materials,Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Intern_R2626566
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2626455
Applied Materials,College intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-intern_R2626165
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2626453
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2626457
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2626195
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627315
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627316
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627226
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627230
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627317
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627318
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627321
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2627320
Applied Materials,College Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2626742
Applied Materials,GPM Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/GPM-Intern_R2626422
Applied Materials,Engineering Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Engineering-Intern_R2627218
Applied Materials,College Intern,"Penang,MYS",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/PenangMYS/College-Intern_R2627745
Applied Materials,College Intern,"Penang,MYS",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/PenangMYS/College-Intern_R2627741
Applied Materials,College Intern,"Penang,MYS",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/PenangMYS/College-Intern_R2627743
Applied Materials,College intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-intern_R2629019
Applied Materials,Industrial Engineering Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Industrial-Engineering-Intern_R2614287
Applied Materials,Process Engineer Intern,"Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Process-Engineer-Intern_R2626574
Applied Materials,Mechanical Engineer (Intern),2 Locations,excluded title,https://amat.wd1.myworkdayjobs.com/External/job/FagareITA/Mechanical-Engineer--Intern-_R2626998
Applied Materials,College Intern (Hardware),"Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern--Hardware-_R2627095
Applied Materials,College Intern (Hardware),"Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern--Hardware-_R2627094
Applied Materials,Industrial Engineering Intern,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Industrial-Engineering-Intern_R2627142
Applied Materials,Customer Engineer Intern,"Hefei,CHN",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/HefeiCHN/Customer-Engineer-Intern_R2628378
Applied Materials,College Intern - GT Indigo Inter-Die Gapfill Process and Integration for 3DIC,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern---GT-Indigo-Inter-Die-Gapfill-Process-and-Integration-for-3DIC_R2626651
Applied Materials,Supplier Industrial Engineer (Internship),"Treviso,ITA",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/TrevisoITA/Supplier-Industrial-Engineer--Internship-_R2613391
Applied Materials,2026 Summer Intern - Physics & AI modeling Engineering,"Santa Clara,CA",software only,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/XMLNAME-2026-Summer-Intern---Physics---AI-modeling-Engineering_R2616095
Applied Materials,Intern - Regional UPSkill Enablement,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Intern---Regional-UPSkill-Enablement_R2623692
Applied Materials,客户服务工程师实习岗（Customer Engineer Intern）,3 Locations,excluded title,https://amat.wd1.myworkdayjobs.com/External/job/ShanghaiCHN/-Customer-Engineer-Intern-_R2625965
Applied Materials,Global Supply Chain Internship Program,"Singapore,SGP",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Global-Supply-Chain-Internship-Program_R2627122
Applied Materials,AGS Field Support Internship Program,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/AGS-Field-Support-Internship-Program_R2627129
Applied Materials,Manufacturing Internship Program,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Manufacturing-Internship-Program_R2627132
Applied Materials,Research & Development Internship Program,"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Research---Development-Internship-Program_R2627133
Applied Materials,"Summer 2027 Supply Chain Buyer Intern- Bachelor's (Gloucester, MA)","Gloucester,MA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/GloucesterMA/Summer-2027-Supply-Chain-Buyer-Intern--Bachelor-s--Gloucester--MA-_R2627055
Applied Materials,"Summer 2027 Supply Chain Buyer Intern- Bachelor's (Austin, TX)","Austin,TX",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/AustinTX/Summer-2027-Supply-Chain-Buyer-Intern--Bachelor-s--Austin--TX-_R2627046-1
Applied Materials,2027 Spring Mechanical Engineer Co-op (Gloucester. MA),"Gloucester,MA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/GloucesterMA/XMLNAME-2027-Spring-Mechanical-Engineer-Co-op--Gloucester-MA-_R2628290
Applied Materials,"2026 Summer Mechanical Engineer Intern - Masters (Santa Clara, CA)","Santa Clara,CA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/XMLNAME-2026-Summer-Mechanical-Engineer-Intern---Masters--Santa-Clara--CA-_R2519236
Applied Materials,Intern / Working Student (m/f/d) for PVD Display Engineering in Alzenau,"Alzenau,DEU",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/AlzenauDEU/Intern---Working-Student--m-f-d--for-PVD-Display-Engineering-in-Alzenau_R2627143
Applied Materials,Process Engineering Intern (Hybrid Bonding),"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Process-Engineering-Intern--Hybrid-Bonding-_R2626437
Applied Materials,"Summer 2027 Global Technical Learning Center Data Analyst Intern- Bachelor's/Master's (Albany, NY)","Albany,NY",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/AlbanyNY/Summer-2027-Global-Technical-Learning-Center-Data-Analyst-Intern--Bachelor-s-Master-s--Albany--NY-_R2627551
Applied Materials,"2027 Manufacturing Engineer Summer Internship (Bachelors Austin, TX)","Austin,TX",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/AustinTX/XMLNAME-2027-Manufacturing-Engineer-Summer-Internship--Bachelors-Austin--TX-_R2626242
Applied Materials,2027 Supply Chain Buyer Intern- Bachelor's (Costa Rica),"San Francisco,CRI",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/San-FranciscoCRI/XMLNAME-2027-Supply-Chain-Buyer-Intern--Bachelor-s--Costa-Rica-_R2627710
Applied Materials,"Summer 2027 Supply Chain Materials Project Manager Intern- Master's (Austin, TX)","Austin,TX",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/AustinTX/Summer-2027-Supply-Chain-Materials-Project-Manager-Intern--Master-s--Austin--TX-_R2627069
Applied Materials,"Summer 2027 Supply Chain Materials Project Manager Intern- Master's (Santa Clara, CA)","Santa Clara,CA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/Summer-2027-Supply-Chain-Materials-Project-Manager-Intern--Master-s--Santa-Clara--CA-_R2627074
Applied Materials,"Summer 2027 Supply Chain Buyer Intern- Bachelor's (Santa Clara, CA)","Santa Clara,CA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/Summer-2027-Supply-Chain-Buyer-Intern--Bachelor-s--Santa-Clara--CA-_R2627066
Applied Materials,"2027 Software Engineering Intern (Masters - Santa Clara, CA)","Santa Clara,CA",software only,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/XMLNAME-2027-Software-Engineering-Intern--Masters---Santa-Clara--CA-_R2628265
Applied Materials,"Finance Intern (MBA - Santa Clara, CA)","Santa Clara,CA",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/Santa-ClaraCA/Finance-Intern--MBA---Santa-Clara--CA-_R2624906
Applied Materials,"Finance Intern (MBA - Austin, TX)","Austin,TX",excluded title,https://amat.wd1.myworkdayjobs.com/External/job/AustinTX/Finance-Intern--MBA---Austin--TX-_R2624934
Applied Materials,Process Engineer Internship: Enhancing CVD process efficiency and film quality through systematic recipe optimization,"Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/Process-Engineer-Internship--Enhancing-CVD-process-efficiency-and-film-quality-through-systematic-recipe-optimization_R2626530
Applied Materials,"College Intern -  Job Description Metrology, Defect Inspection, and Data Analytics for Die-to-Wafer Hybrid Bonding","Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern_R2624343
Applied Materials,College Intern - Process & product development in PVD chambers in Hybrid bonding for SOIC (advanced packaging),"Singapore,SGP",no hardware keyword,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern---Process---product-development-in-PVD-chambers-in-Hybrid-bonding-for-SOIC--advanced-packaging-_R2626936
Applied Materials,"College Intern - Process & hardware development in PVD Al chambers for N3,N5 and more advanced nodes.","Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern---Process---hardware-development-in-PVD-Al-chambers-for-N3-N5-and-more-advanced-nodes_R2626935
Applied Materials,"College Intern - Process & hardware development in PVD chambers for new films: AlN as thermal interface material (TIM), SiN as photonic waveguide .","Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern---Process---hardware-development-in-PVD-chambers-for-new-films--AlN-as-thermal-interface-material--TIM---SiN-as-photonic-waveguide-_R2626934
Applied Materials,College Intern - Process & hardware development in PVD chambers for emerging films in micro-OLED and Integrated voltage regulator for AI chips,"Singapore,SGP",non-US,https://amat.wd1.myworkdayjobs.com/External/job/SingaporeSGP/College-Intern---Process---hardware-development-in-PVD-chambers-for-emerging-films-in-micro-OLED-and-Integrated-voltage-regulator-for-AI-chips_R2626937
Cadence,Intern,CORK 01,no hardware keyword,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/CORK-01/Intern_R52784
Cadence,Intern SSG,CORK 01,no hardware keyword,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/CORK-01/Intern-SSG_R52780
Cadence,Software Intern,SAN JOSE,software only,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SAN-JOSE/Software-Intern_R53282-1
Cadence,Intern CPG,CORK 01,no hardware keyword,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/CORK-01/Intern-CPG_R55638
Cadence,Intern SSG,CORK 01,no hardware keyword,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/CORK-01/Intern-SSG_R55913
Cadence,Intern - CPG,CORK 01,no hardware keyword,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/CORK-01/Intern---CPG_R55688
Cadence,Intern-Product Validation,SHANGHAI,non-US,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SHANGHAI/Intern-Product-Validation_R51682
Cadence,software engineering intern,BEIJING,software only,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/BEIJING/software-engineering-intern_R52210
Cadence,Product Validation Intern,SHANGHAI,non-US,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SHANGHAI/Product-Validation-Intern_R52878
Cadence,Product Validation Intern,SHANGHAI,non-US,https://cadence.wd1.myworkdayjobs.com/External_Careers/job/SHANGHAI/Product-Validation-Intern_R52879
